state	votetrump	age	female	collegeed	famincr	ideo	pid7na	bornagain	religimp	churchatd	prayerfreq	angryracism	whiteadv	fearraces	racerare
Michigan	0	59	0	0	6	4	Strong D	0	2	1	2	Strongly Agree	Agree	NA/ND	Disagree
Pennsylvania	1	79	0	0	7	3	Ind. Lean R	0	4	5	4	Disagree	Disagree	Disagree	NA/ND
Pennsylvania	NA	63	1	0	3	3	Not Strong R	1	4	2	5	Agree	Agree	Disagree	Strongly Disagree
Illinois	0	84	1	0	2	2	Ind. Lean D	0	3	2	6	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Ohio	0	46	0	1	9	2	Not Strong D	0	1	2	1	Agree	NA/ND	NA/ND	Agree
Ohio	NA	36	0	0	5	4	Strong R	1	4	1	6	NA	NA	NA	NA
Wisconsin	NA	35	0	1	9	NA	NA	0	3	4	2	NA	NA	NA	NA
Pennsylvania	0	31	1	0	7	3	Ind. Lean D	1	4	4	7	Strongly Agree	Strongly Disagree	Agree	Strongly Disagree
Pennsylvania	0	32	1	1	5	3	Indep.	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Disagree
Pennsylvania	0	23	1	0	5	NA	Not Strong D	0	3	1	3	Agree	Agree	Agree	Agree
Illinois	0	44	1	0	5	3	Not Strong R	1	4	3	5	Disagree	Agree	Disagree	Disagree
Michigan	1	68	1	0	2	4	Ind. Lean R	1	4	5	6	Strongly Agree	NA/ND	Disagree	NA/ND
Minnesota	0	71	0	0	2	2	Strong D	0	1	1	1	NA/ND	Strongly Agree	Disagree	Disagree
Michigan	1	69	0	0	4	4	Ind. Lean R	0	3	2	6	Disagree	Strongly Disagree	Strongly Disagree	Agree
Indiana	NA	41	0	0	4	3	Strong D	0	4	3	2	NA	NA	NA	NA
Pennsylvania	NA	65	1	0	10	3	Strong D	0	4	4	6	Strongly Agree	Agree	Disagree	NA/ND
Pennsylvania	1	74	1	0	3	4	Indep.	1	4	5	7	Strongly Agree	Disagree	Disagree	Disagree
Iowa	1	66	1	0	2	5	Not Strong R	1	4	1	7	NA/ND	Disagree	Strongly Disagree	Agree
Michigan	NA	33	1	0	4	2	Indep.	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Michigan	1	38	1	0	3	4	Ind. Lean R	0	1	1	2	Strongly Agree	Strongly Disagree	NA/ND	Strongly Disagree
Pennsylvania	NA	42	1	0	4	NA	Indep.	0	3	2	7	Strongly Agree	Strongly Disagree	Strongly Disagree	Disagree
Minnesota	NA	29	1	1	5	NA	Not Strong R	0	2	2	1	NA	NA	NA	NA
Illinois	NA	30	0	1	9	5	Strong D	0	3	3	3	NA	NA	NA	NA
Ohio	0	56	1	0	6	2	Not Strong D	0	3	4	2	Agree	Agree	NA/ND	Strongly Disagree
Illinois	NA	56	0	0	4	3	Not Strong D	1	4	1	7	NA	NA	NA	NA
Wisconsin	NA	52	0	0	2	3	Not Strong R	0	2	1	1	NA	NA	NA	NA
Pennsylvania	1	49	1	0	6	4	Indep.	0	4	4	6	NA/ND	Strongly Disagree	Disagree	Strongly Agree
Pennsylvania	0	71	1	0	6	3	Strong D	0	4	5	6	Agree	NA/ND	Disagree	Disagree
Pennsylvania	0	29	0	0	10	2	Not Strong D	0	3	3	3	Strongly Agree	Agree	Disagree	Disagree
Pennsylvania	1	44	1	0	11	4	Ind. Lean R	0	2	3	2	Strongly Agree	Strongly Disagree	Strongly Disagree	NA/ND
Pennsylvania	NA	51	0	0	9	NA	NA	0	1	1	1	NA	NA	NA	NA
Illinois	0	66	0	0	7	3	Ind. Lean D	0	4	2	7	Strongly Agree	Disagree	Strongly Disagree	Agree
Pennsylvania	0	19	1	0	11	1	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	34	1	1	5	5	Strong R	1	4	5	7	Strongly Agree	NA/ND	NA/ND	NA/ND
Illinois	1	42	1	0	6	3	Strong D	0	3	5	6	Strongly Agree	Agree	Strongly Disagree	NA/ND
Michigan	0	60	0	0	9	1	Strong D	0	4	2	6	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Wisconsin	NA	26	0	0	1	3	Not Strong R	0	1	1	1	NA	NA	NA	NA
Pennsylvania	NA	65	1	0	4	NA	Indep.	1	4	1	7	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	56	0	0	8	4	Strong R	1	4	5	5	Strongly Agree	Agree	Agree	Strongly Disagree
Illinois	NA	26	0	1	10	3	Ind. Lean R	1	3	5	5	NA	NA	NA	NA
Wisconsin	NA	18	1	0	8	3	Not Strong D	0	2	1	1	NA	NA	NA	NA
Michigan	0	62	1	0	5	4	Strong D	0	2	1	6	Strongly Agree	Agree	Agree	Disagree
Pennsylvania	1	39	1	0	2	4	Strong R	1	3	4	6	Strongly Agree	Agree	Disagree	Agree
Indiana	NA	38	1	0	7	3	Indep.	0	4	5	6	NA	NA	NA	NA
Michigan	NA	18	0	0	8	NA	NA	0	1	1	2	Strongly Agree	NA/ND	NA/ND	Disagree
Indiana	0	60	1	0	8	3	Strong D	0	4	5	6	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Ohio	1	27	1	0	5	4	Not Strong R	1	4	6	6	Strongly Agree	NA/ND	Disagree	NA/ND
Illinois	NA	59	0	0	2	3	NA	0	2	1	1	NA	NA	NA	NA
Illinois	1	65	0	0	8	3	Indep.	1	4	6	7	NA/ND	Strongly Disagree	Strongly Disagree	Strongly Agree
Pennsylvania	NA	32	0	1	9	3	Not Strong R	0	4	3	6	NA	NA	NA	NA
Michigan	0	19	1	0	11	3	Indep.	0	4	5	7	Strongly Agree	Strongly Agree	Disagree	Disagree
Pennsylvania	NA	49	1	0	5	5	Not Strong R	0	1	1	1	Strongly Agree	Strongly Disagree	Strongly Disagree	Disagree
Michigan	NA	25	1	0	5	NA	NA	0	3	2	3	NA/ND	Strongly Disagree	Agree	Disagree
Indiana	1	66	0	0	5	4	Strong R	1	4	6	7	Strongly Agree	Strongly Disagree	NA/ND	Disagree
Michigan	0	62	1	0	2	4	Strong D	0	3	1	7	Strongly Agree	Agree	NA/ND	Disagree
Illinois	NA	26	1	0	1	NA	Indep.	0	3	3	5	Strongly Agree	NA/ND	NA/ND	Agree
Iowa	NA	26	1	0	4	4	Not Strong R	0	1	1	2	NA	NA	NA	NA
Ohio	NA	28	1	0	1	NA	Indep.	0	2	1	4	NA	NA	NA	NA
Pennsylvania	1	34	0	1	12	4	Not Strong R	0	2	2	2	Strongly Agree	Strongly Disagree	Disagree	NA/ND
Minnesota	1	33	1	0	4	4	Strong R	0	4	3	5	Strongly Agree	Strongly Disagree	Strongly Agree	Disagree
Wisconsin	0	51	1	1	12	NA	Strong D	0	4	5	6	Strongly Agree	Disagree	Strongly Disagree	Strongly Disagree
Wisconsin	NA	24	1	0	3	2	NA	0	1	1	1	NA/ND	NA/ND	NA/ND	NA/ND
Ohio	NA	28	1	0	3	NA	Ind. Lean D	0	3	1	3	Strongly Agree	NA/ND	NA	Disagree
Michigan	0	42	1	0	4	2	Indep.	0	2	2	2	NA/ND	Disagree	Strongly Disagree	Strongly Disagree
Indiana	1	55	0	0	8	5	Strong R	1	4	1	7	Strongly Agree	Disagree	Disagree	Disagree
Michigan	0	24	1	1	4	5	Strong R	1	4	5	7	NA/ND	Disagree	Strongly Disagree	Agree
Pennsylvania	NA	22	1	0	12	3	Ind. Lean D	0	2	3	2	NA	NA	NA	NA
Minnesota	1	43	0	0	9	5	Strong R	0	3	4	7	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Agree
Wisconsin	1	70	1	0	NA	4	Not Strong R	0	4	5	7	Agree	Agree	NA/ND	Disagree
Ohio	1	49	1	0	9	4	Ind. Lean R	1	4	5	7	Agree	Disagree	Disagree	Disagree
Indiana	NA	21	1	0	3	3	Indep.	0	1	2	1	NA	NA	NA	NA
Ohio	1	64	1	0	8	4	Ind. Lean R	1	4	2	5	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Pennsylvania	NA	29	1	1	6	4	Strong R	1	4	6	5	Agree	Strongly Disagree	NA/ND	NA/ND
Iowa	NA	73	1	0	5	5	Strong R	1	4	5	7	NA	NA	NA	NA
Ohio	0	80	1	0	4	3	Strong D	0	4	5	5	Strongly Agree	NA/ND	NA/ND	Disagree
Illinois	NA	19	0	0	1	3	Ind. Lean D	0	2	1	1	NA	NA	NA	NA
Wisconsin	0	24	1	1	6	2	Not Strong D	0	3	2	6	Strongly Agree	Strongly Agree	Agree	Strongly Disagree
Pennsylvania	NA	29	1	1	7	4	Not Strong R	0	4	5	6	NA	NA	NA	NA
Indiana	1	47	0	0	NA	4	Not Strong R	1	4	5	7	Strongly Agree	Disagree	Agree	Disagree
Ohio	0	78	1	0	4	3	Strong D	1	3	2	3	Agree	NA/ND	NA/ND	NA/ND
Ohio	NA	56	1	0	3	NA	Indep.	0	4	1	7	Strongly Agree	NA/ND	Strongly Disagree	Strongly Disagree
Illinois	NA	27	1	1	9	3	Not Strong R	0	2	3	2	Agree	Disagree	Disagree	Disagree
Michigan	1	18	1	0	1	3	Not Strong D	0	4	3	6	Strongly Agree	Disagree	Disagree	Agree
Wisconsin	0	33	0	1	8	3	Indep.	0	2	2	2	Strongly Agree	Agree	Disagree	Disagree
Indiana	1	25	1	1	5	4	Not Strong R	1	3	2	4	Strongly Agree	Agree	Agree	Disagree
Pennsylvania	0	68	1	0	6	3	Not Strong D	0	4	5	7	Strongly Agree	Disagree	Strongly Disagree	Agree
Ohio	1	42	0	0	5	4	Ind. Lean R	0	4	5	5	NA/ND	NA/ND	NA/ND	NA/ND
Wisconsin	NA	58	0	0	3	3	Strong D	0	3	3	3	NA	NA	NA	NA
Wisconsin	0	56	1	0	9	3	Strong D	0	3	2	3	Agree	Disagree	Disagree	Agree
Ohio	NA	38	0	0	8	1	Strong D	0	1	1	1	NA	NA	NA	NA
Pennsylvania	1	33	1	1	11	4	Not Strong R	0	3	3	5	Strongly Agree	Disagree	Strongly Disagree	Strongly Disagree
Michigan	NA	25	0	1	8	1	Ind. Lean D	0	1	2	2	NA	NA	NA	NA
Pennsylvania	0	65	0	0	8	2	Strong D	0	2	2	5	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Indiana	0	70	1	0	2	1	Indep.	0	1	1	7	Strongly Agree	Agree	Strongly Disagree	Strongly Disagree
Indiana	0	25	1	0	6	2	Strong D	0	3	5	5	Agree	Disagree	Disagree	Disagree
Pennsylvania	NA	20	0	0	NA	1	Strong D	0	1	1	4	NA	NA	NA	NA
Michigan	NA	18	1	0	9	3	Ind. Lean R	0	4	6	7	NA	NA	NA	NA
Illinois	0	26	1	0	3	NA	Not Strong D	0	2	2	3	NA/ND	Strongly Disagree	Agree	NA/ND
Indiana	NA	51	1	0	3	3	Indep.	1	3	1	2	NA	NA	NA	NA
Michigan	0	48	0	0	8	1	Ind. Lean D	0	1	1	1	Strongly Agree	Agree	NA/ND	Disagree
Michigan	NA	52	0	0	7	4	Not Strong R	0	2	1	2	Agree	NA/ND	Disagree	Disagree
Ohio	1	51	0	0	10	4	Strong R	1	4	5	3	Agree	Disagree	NA/ND	Agree
Pennsylvania	1	65	0	0	6	4	Ind. Lean R	0	3	3	3	Strongly Agree	Agree	NA/ND	Disagree
Iowa	0	66	0	0	7	2	Strong D	0	2	1	1	Strongly Agree	Strongly Agree	NA/ND	Disagree
Ohio	1	85	1	0	3	3	Not Strong D	1	4	2	7	Strongly Agree	Agree	Disagree	Strongly Disagree
Indiana	NA	19	0	0	NA	4	Not Strong R	0	2	2	2	Strongly Agree	Agree	Disagree	Disagree
Pennsylvania	1	78	1	0	5	NA	Not Strong R	0	4	5	5	Strongly Agree	NA/ND	Agree	NA/ND
Pennsylvania	0	33	1	1	5	NA	Indep.	1	4	5	7	Strongly Agree	Disagree	Disagree	Disagree
Michigan	1	54	1	0	2	3	Ind. Lean R	1	4	2	6	Strongly Agree	Strongly Disagree	Strongly Disagree	Agree
Michigan	NA	35	0	0	5	NA	NA	0	3	3	5	NA/ND	Disagree	Disagree	Disagree
Wisconsin	0	26	1	1	4	5	Ind. Lean R	0	4	6	7	NA/ND	Agree	Disagree	NA/ND
Illinois	0	33	0	1	10	3	Not Strong D	0	3	4	2	Strongly Agree	Strongly Agree	NA/ND	Disagree
Illinois	1	32	1	1	9	3	Not Strong R	0	3	3	5	Strongly Agree	Disagree	Agree	NA/ND
Ohio	0	66	0	0	9	1	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Michigan	NA	20	1	0	5	3	Not Strong R	0	4	5	5	NA	NA	NA	NA
Pennsylvania	NA	43	1	0	3	NA	Indep.	0	1	1	1	NA	NA	NA	NA
Wisconsin	1	75	0	0	8	4	Not Strong R	1	3	2	2	NA/ND	NA/ND	NA/ND	Agree
Minnesota	1	60	1	0	7	4	Ind. Lean R	0	4	5	7	NA/ND	Disagree	Strongly Disagree	Agree
Indiana	0	26	0	1	6	3	Not Strong R	0	4	4	5	Strongly Agree	Agree	Disagree	NA/ND
Illinois	0	31	1	0	6	2	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Minnesota	1	58	0	0	10	3	Ind. Lean R	1	4	6	7	Disagree	Strongly Disagree	Disagree	NA/ND
Pennsylvania	NA	78	0	0	2	NA	Ind. Lean D	1	4	2	6	Strongly Agree	NA/ND	NA/ND	Agree
Ohio	NA	57	1	0	4	NA	Not Strong D	1	4	NA	6	Strongly Agree	NA/ND	Strongly Disagree	Disagree
Illinois	0	28	1	1	10	1	Ind. Lean D	0	1	1	1	Strongly Agree	Disagree	Strongly Disagree	Disagree
Pennsylvania	NA	67	1	0	6	3	Ind. Lean R	1	4	6	7	Strongly Agree	NA/ND	NA/ND	Disagree
Wisconsin	0	80	1	0	5	3	Strong D	0	2	2	3	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Illinois	1	70	0	0	9	4	Ind. Lean R	1	3	2	7	Strongly Agree	NA/ND	NA/ND	Disagree
Minnesota	1	44	0	0	7	3	Ind. Lean R	0	1	1	2	NA/ND	Strongly Disagree	Disagree	Strongly Agree
Pennsylvania	0	65	0	0	8	3	Strong D	0	2	1	6	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Wisconsin	NA	25	1	0	3	2	Indep.	0	3	2	5	NA	NA	NA	NA
Ohio	0	58	1	0	3	2	Ind. Lean D	1	4	6	7	Strongly Agree	Agree	Disagree	Strongly Disagree
Pennsylvania	1	33	1	0	NA	NA	NA	0	3	2	5	Agree	Disagree	Disagree	Disagree
Illinois	1	76	1	0	NA	4	Strong R	0	4	6	7	Strongly Agree	Disagree	Strongly Disagree	Agree
Michigan	1	68	1	0	3	4	Not Strong R	1	3	2	7	NA/ND	Disagree	NA/ND	Strongly Disagree
Pennsylvania	NA	18	1	0	5	2	Strong D	0	1	1	1	NA	NA	NA	NA
Illinois	NA	72	1	0	8	3	Indep.	0	4	5	6	Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Michigan	0	26	0	0	4	4	Not Strong D	0	3	4	5	Agree	NA/ND	NA/ND	Agree
Indiana	1	54	0	0	11	4	Ind. Lean R	0	3	2	3	Agree	NA/ND	Agree	Disagree
Pennsylvania	NA	53	0	0	3	5	NA	1	4	4	7	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Ohio	NA	38	0	0	7	3	Strong R	0	2	2	5	NA	NA	NA	NA
Wisconsin	1	59	1	0	6	3	Not Strong D	0	2	2	3	Strongly Agree	Strongly Disagree	NA/ND	Strongly Disagree
Wisconsin	0	56	0	0	9	4	Indep.	1	3	5	4	Strongly Agree	Agree	NA/ND	Disagree
Pennsylvania	1	86	1	0	2	3	Not Strong R	0	4	5	5	Strongly Agree	Agree	Strongly Disagree	NA/ND
Pennsylvania	1	56	0	0	9	3	Ind. Lean R	0	3	4	7	Agree	Strongly Disagree	Disagree	Disagree
Ohio	1	68	1	0	3	3	Not Strong D	0	3	2	5	Agree	Strongly Disagree	NA/ND	NA/ND
Pennsylvania	0	34	1	1	8	3	Strong D	0	1	1	1	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Minnesota	1	59	1	0	9	3	Strong R	0	3	3	1	Strongly Agree	NA/ND	Agree	Disagree
Pennsylvania	1	34	1	0	4	3	Indep.	1	4	5	7	Strongly Agree	Agree	Disagree	Agree
Michigan	NA	51	0	0	8	3	Indep.	0	3	2	2	NA/ND	Strongly Disagree	NA/ND	NA/ND
Pennsylvania	NA	68	0	0	6	4	Indep.	1	1	2	1	Strongly Agree	Strongly Disagree	Strongly Disagree	Agree
Indiana	0	34	0	1	12	3	Ind. Lean D	0	1	3	1	Strongly Agree	Agree	Agree	Disagree
Wisconsin	0	29	0	1	10	2	Not Strong D	0	1	2	1	Strongly Agree	Agree	Disagree	Agree
Wisconsin	1	63	0	0	7	3	Indep.	0	2	1	3	Agree	NA/ND	Disagree	NA/ND
Pennsylvania	1	71	1	0	NA	4	Strong R	1	4	5	7	Agree	Disagree	Strongly Disagree	Disagree
Pennsylvania	NA	33	1	1	8	2	Not Strong D	0	3	2	3	NA	NA	NA	NA
Iowa	1	34	1	0	4	2	Not Strong D	0	4	5	7	Agree	Disagree	Strongly Disagree	Agree
Indiana	1	50	0	0	8	5	Ind. Lean R	1	3	2	6	Agree	Strongly Disagree	Agree	Strongly Agree
Pennsylvania	NA	42	1	0	3	1	Indep.	1	3	4	7	NA/ND	Disagree	Strongly Disagree	Strongly Disagree
Wisconsin	NA	48	1	0	6	4	Indep.	0	3	2	6	Strongly Agree	Disagree	Strongly Disagree	Disagree
Indiana	1	29	0	1	5	3	Ind. Lean R	1	3	3	6	NA/ND	Disagree	Agree	Disagree
Illinois	0	72	0	0	8	3	Ind. Lean R	0	3	5	7	Strongly Disagree	Agree	Strongly Disagree	Agree
Illinois	0	76	1	0	9	3	Strong D	0	4	5	7	Strongly Agree	Agree	Disagree	Strongly Disagree
Wisconsin	NA	27	1	0	3	3	Ind. Lean R	1	4	3	6	NA	NA	NA	NA
Illinois	NA	55	1	0	8	NA	NA	0	3	2	7	NA/ND	Strongly Disagree	Agree	Strongly Disagree
Illinois	NA	21	0	0	NA	1	Not Strong D	0	1	1	1	NA	NA	NA	NA
Ohio	NA	54	1	0	1	4	Indep.	0	3	4	4	Agree	Disagree	NA/ND	Agree
Minnesota	0	21	1	0	3	2	Strong D	0	2	2	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Indiana	0	77	0	0	2	3	Indep.	0	4	5	6	Strongly Agree	Agree	Strongly Disagree	Disagree
Michigan	0	72	0	0	8	2	Strong D	0	1	1	1	Strongly Agree	NA/ND	Disagree	Disagree
Iowa	NA	47	1	0	4	4	Not Strong D	0	3	1	7	Strongly Agree	NA/ND	Disagree	Strongly Disagree
Illinois	1	56	1	0	2	5	Not Strong R	1	4	5	7	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree
Wisconsin	0	53	0	0	10	3	Indep.	0	1	1	1	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Agree
Illinois	1	61	1	0	9	3	Not Strong R	0	2	1	2	Agree	Strongly Disagree	Disagree	NA/ND
Ohio	1	56	1	0	3	3	Not Strong D	0	2	2	5	NA/ND	NA/ND	NA/ND	NA/ND
Ohio	0	46	0	0	10	3	Strong D	0	3	5	7	Agree	NA/ND	Strongly Disagree	Agree
Pennsylvania	0	19	1	0	9	1	Strong D	0	2	3	1	Agree	Agree	Disagree	Disagree
Iowa	0	63	1	0	3	4	Indep.	0	3	2	3	NA/ND	Agree	NA/ND	Disagree
Illinois	NA	44	1	0	8	NA	Indep.	0	3	1	2	Strongly Agree	Strongly Disagree	Disagree	Disagree
Pennsylvania	0	58	1	0	7	2	Ind. Lean D	0	4	2	7	Strongly Agree	Agree	Agree	Strongly Disagree
Indiana	0	19	1	0	7	3	Not Strong D	0	2	1	2	Strongly Agree	Strongly Agree	NA/ND	Strongly Disagree
Illinois	NA	48	0	0	7	3	Not Strong D	1	4	5	7	NA	NA	NA	NA
Michigan	1	77	1	0	9	3	Not Strong R	0	4	2	5	Strongly Agree	NA/ND	Disagree	Disagree
Michigan	1	69	1	0	9	5	Strong R	1	4	NA	7	Strongly Agree	Disagree	Agree	Strongly Disagree
Indiana	0	59	1	0	NA	3	Strong D	0	4	4	6	Strongly Agree	Agree	NA/ND	Strongly Disagree
Indiana	0	24	1	1	9	3	Not Strong D	0	3	3	5	Strongly Agree	Agree	NA/ND	Disagree
Illinois	NA	19	0	0	NA	2	Strong D	0	1	1	1	NA	NA	NA	NA
Pennsylvania	1	46	0	0	2	4	Not Strong R	0	3	3	3	Strongly Agree	Strongly Disagree	Strongly Disagree	NA/ND
Pennsylvania	1	52	0	0	10	4	Not Strong R	0	3	3	2	NA/ND	Strongly Disagree	NA/ND	NA/ND
Illinois	0	35	1	1	12	3	Not Strong D	0	3	4	3	Strongly Agree	Strongly Agree	Strongly Disagree	Disagree
Ohio	NA	25	1	0	4	3	Ind. Lean D	0	1	1	1	NA	NA	NA	NA
Wisconsin	0	28	1	1	5	2	Ind. Lean D	0	1	1	1	Strongly Agree	Strongly Agree	Disagree	Disagree
Wisconsin	NA	59	0	0	8	2	Ind. Lean D	0	3	4	5	Strongly Agree	Agree	Disagree	Agree
Ohio	1	60	0	0	2	4	Indep.	0	1	1	1	Agree	Agree	Disagree	Strongly Disagree
Ohio	0	78	0	0	6	2	Strong D	1	4	6	5	Strongly Agree	NA/ND	Agree	Agree
Pennsylvania	1	41	1	0	7	4	Not Strong R	0	3	5	6	Agree	Disagree	Disagree	Disagree
Pennsylvania	1	67	1	0	9	3	Ind. Lean R	0	4	5	6	Strongly Agree	Disagree	Strongly Agree	NA/ND
Wisconsin	0	18	1	0	4	2	Ind. Lean D	0	1	2	1	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Illinois	0	59	0	0	4	2	Indep.	0	1	1	2	Agree	Agree	NA/ND	NA/ND
Pennsylvania	0	62	1	0	3	3	Not Strong D	1	4	4	7	Strongly Agree	Disagree	Strongly Disagree	Disagree
Illinois	0	73	0	0	4	NA	Indep.	0	2	2	2	Agree	Disagree	NA/ND	Agree
Illinois	1	53	1	0	6	4	Ind. Lean R	0	1	1	1	Disagree	Strongly Disagree	Strongly Disagree	Agree
Illinois	1	33	1	1	12	3	NA	0	1	1	1	Agree	NA/ND	NA/ND	Disagree
Ohio	NA	22	1	0	1	NA	Not Strong R	1	3	2	7	NA/ND	Strongly Disagree	NA/ND	NA/ND
Minnesota	0	78	1	0	5	4	Ind. Lean R	1	4	4	7	Agree	NA/ND	NA/ND	NA/ND
Minnesota	NA	19	0	0	NA	2	Strong D	0	1	1	1	Strongly Agree	Agree	Strongly Disagree	Disagree
Illinois	NA	19	0	0	12	3	Strong R	0	1	4	1	NA	NA	NA	NA
Pennsylvania	NA	76	1	0	2	4	Strong R	1	4	6	7	NA	NA	NA	NA
Ohio	0	62	1	0	5	NA	Strong D	0	3	1	7	Strongly Agree	Agree	Agree	Disagree
Michigan	0	78	1	0	2	2	Not Strong D	0	2	1	5	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree
Wisconsin	1	70	0	0	7	3	Ind. Lean R	0	4	2	6	Agree	NA/ND	Disagree	Disagree
Illinois	1	48	1	0	5	4	Strong R	0	1	2	2	NA/ND	Strongly Disagree	Agree	Disagree
Illinois	NA	42	0	0	3	2	Strong D	0	1	1	1	NA	NA	NA	NA
Ohio	NA	22	1	0	NA	4	Not Strong R	0	3	3	5	NA	NA	NA	NA
Indiana	NA	21	1	0	3	NA	NA	0	2	1	1	NA	NA	NA	NA
Ohio	0	25	1	1	3	1	Strong D	0	4	1	6	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Indiana	0	26	0	1	6	5	Ind. Lean R	0	3	5	6	Agree	NA/ND	Strongly Disagree	NA/ND
Michigan	NA	24	1	0	NA	NA	Not Strong R	0	1	3	3	NA	NA	NA	NA
Wisconsin	1	75	1	0	NA	4	Strong R	0	3	2	6	NA/ND	NA/ND	NA/ND	Agree
Pennsylvania	0	77	0	0	NA	3	Not Strong D	0	3	5	6	Agree	Agree	NA/ND	Disagree
Ohio	1	55	1	0	3	4	Not Strong R	0	1	1	1	Agree	Strongly Disagree	NA/ND	NA/ND
Illinois	1	57	1	0	9	4	Ind. Lean R	1	4	6	6	Strongly Agree	Disagree	Strongly Disagree	Agree
Minnesota	NA	56	0	0	5	4	Strong R	0	2	2	2	NA	NA	NA	NA
Iowa	1	71	0	0	7	5	Strong R	0	3	1	7	NA/ND	Strongly Disagree	NA/ND	Agree
Iowa	NA	21	0	0	11	3	Ind. Lean R	0	1	1	1	NA	NA	NA	NA
Minnesota	1	74	1	0	7	4	Ind. Lean R	0	4	5	6	Strongly Agree	Disagree	Agree	Disagree
Iowa	NA	58	0	0	11	2	Strong D	0	2	2	6	NA	NA	NA	NA
Michigan	0	73	0	0	4	3	Indep.	1	4	5	6	NA/ND	NA/ND	NA/ND	NA/ND
Pennsylvania	1	54	1	0	12	3	Ind. Lean R	0	2	2	6	Agree	NA/ND	NA/ND	NA/ND
Illinois	1	56	0	0	3	4	Strong R	1	4	4	5	Agree	Strongly Disagree	Strongly Disagree	Agree
Indiana	1	48	1	0	11	4	Not Strong R	1	4	2	5	Agree	Disagree	Disagree	Agree
Pennsylvania	1	27	1	0	6	NA	Indep.	0	2	2	3	Strongly Agree	Agree	Strongly Disagree	Disagree
Pennsylvania	0	57	1	0	4	4	Ind. Lean R	0	1	1	2	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Michigan	1	48	1	0	6	3	Ind. Lean D	0	4	1	7	Strongly Agree	NA/ND	Agree	Strongly Disagree
Wisconsin	NA	37	1	0	2	2	Indep.	0	4	5	5	NA	NA	NA	NA
Illinois	1	52	1	0	10	4	NA	0	3	3	5	Strongly Agree	Disagree	Strongly Disagree	NA/ND
Pennsylvania	0	47	0	0	2	2	Strong D	0	3	3	5	Agree	Strongly Agree	NA/ND	Strongly Disagree
Pennsylvania	NA	34	0	1	10	3	Ind. Lean D	0	1	2	1	NA	NA	NA	NA
Ohio	0	58	0	0	3	NA	Not Strong D	0	1	1	1	Disagree	Disagree	Agree	NA/ND
Ohio	0	60	1	0	4	3	NA	1	4	2	6	Agree	Strongly Disagree	Strongly Agree	Strongly Disagree
Pennsylvania	1	24	0	0	6	4	Strong R	1	4	6	7	Agree	Strongly Disagree	Agree	Disagree
Pennsylvania	NA	18	1	0	5	4	Ind. Lean R	0	2	1	1	NA	NA	NA	NA
Wisconsin	NA	33	1	0	1	NA	Indep.	0	3	2	4	NA	NA	NA	NA
Ohio	1	49	1	0	9	5	Strong R	1	4	6	6	Agree	NA/ND	Strongly Disagree	Agree
Ohio	0	39	0	0	5	3	Ind. Lean R	0	2	2	5	NA/ND	Strongly Disagree	Strongly Disagree	NA/ND
Pennsylvania	NA	58	0	0	5	3	Strong D	0	3	2	3	NA	NA	NA	NA
Minnesota	NA	18	1	0	9	2	Strong D	0	3	4	7	NA	NA	NA	NA
Wisconsin	NA	28	0	1	3	2	Not Strong D	0	3	2	2	NA	NA	NA	NA
Illinois	0	67	1	0	5	3	Strong D	0	3	5	7	Strongly Agree	Strongly Agree	Disagree	Strongly Disagree
Michigan	0	36	1	0	3	3	Indep.	1	4	5	7	Strongly Agree	Strongly Disagree	Disagree	Strongly Disagree
Pennsylvania	NA	24	1	0	2	2	Ind. Lean D	0	4	1	5	NA	NA	NA	NA
Ohio	0	45	0	0	6	2	Not Strong D	0	2	2	3	Agree	Disagree	NA/ND	Agree
